sampling_location,duplicate_sample,sample_date,sample_time,weather_condition_dry_or_wet,top_sample_temperature_c,bottom_sample_temperature_c,site_actual_depth_ft,top_sample_depth_ft,bottom_sample_depth_ft,top_salinity_psu,bottom_salinity_psu,top_conductivity_s_m,bottom_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,percentage_o2_saturation_top_sample,percentage_o2_saturation_bottom_sample,light_trans_transparency_top_sample,light_trans_transparency_bottom_sample,top_sigma_t_kg_m3,bottom_sigma_t_kg_m3,top_fluorometer_mg_m3,bottom_fluorometer_mg_m3,ctd_conductivity_temperature_depth_profiler_ph_top_sample,ctd_conductivity_temperature_depth_profiler_ph_bottom_sample,top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s,top_sample_par_ue_s_m2,bottom_sample_par_ue_s_ue_s_m2,oxidation_reduction_potential_mv_top_sample,oxidation_reduction_potential_mv_bottom_sample,current_speed_knot,current_direction_current_direction,wind_speed_mph,wind_direction_wind_direction,sea_state,winkler_method_top_dissolved_oxygen_mg_l,winkler_method_bottom_dissolved_oxygen_mg_l,secchi_depth_ft,top_ph,bottom_ph,top_total_coliform_cells_100_ml,top_bottom_coliform_cells_100_ml,fecal_coliform_top_sample_less_than_or_greater_than_result,fecal_coliform_bottom_sample_less_than_or_greater_than_result,top_fecal_coliform_bacteria_cells_100ml,bottom_fecal_coliform_bacteria_cells_100ml,enterococcus_top_sample_less_than_or_greater_than_result,enterococcus_bottom_sample_less_than_or_greater_than_result,top_enterococci_bacteria_cells_100ml,bottom_enterococci_bacteria_cells_100ml,top_nitrate_nitrite_mg_l,bottom_nitrate_nitrite_mg_l,top_ammonium_mg_l,bottom_ammonium_mg_l,top_ortho_phosphorus_mg_l,bottom_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,bottom_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,bottom_silica_mg_l,total_phosphorus_mg_l,bottom_total_phosphorus_mg_l,top_total_suspended_solid_mg_l,bottom_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,bottom_active_chlorophyll_a_g_l,chlorophyll_top_sample_field_u_l_ysi,chlorophyll_bottom_sample_field_u_l_ysi,top_total_organic_carbon_mg_l,top_dissolved_organic_carbon_mg_l,bottom_dissolved_organic_carbon_mg_l,top_dissolved_organic_carbon_ysi_mg_l,bottom_dissolved_organic_carbon_ysi_mg_l,top_sample_depth_ysi_ft,bottom_depth_ysi_ft,top_sample_salinity_ysi_psu,bottom_sample_salinity_ysi_psu,top_sample_temperature_ysi_c,bottom_sample_temperature_ysi_c,top_bacteria_per_c_c_1909,bottom_bacteria_per_c_c_1909,top_beam_attenuation_coefficient,bottom_beam_attenuation_coefficient,top_five_day_biochemical_oxygen_demand_mg_l,bottom_five_day_biochemical_oxygen_demand_mg_l,top_pcb_plate_count_thous_ml,bottom_pcb_plate_count_thous_ml,top_coliform_log_no_ml,bottom_coliform_log_no_ml,oakwood_bod_top_sample_mg_l,oakwood_bod_bottom_sample_mg_l,oakwood_total_suspended_solid_top_sample_mg_l,oakwood_total_suspended_solid_bottom_sample_mg_l,top_turbidity_nephelometric_turbidity_units,bottom_turbidity_ysi_nephelometric_turbidity_units,sampling_comment,long,lat,type
E7,,2021-05-05T00:00:00.000,12:05 PM,W,,,55.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,S,5.00,E,1,,,,7.81,,,,,,40,,E,,4,,0.077,,0.262,,0.042,,0.546,,0.512,,0.149,,7,,1.74,,0.68,,,1.87,,8.81,,,,26.68,,11.06,,,,,,,,,,,,,,,,1.31,,,-73.8205,"40.805,",Provisional
HR1,,2021-05-05T00:00:00.000,11:31 AM,W,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,SE,2.00,E,1,,,,7.67,,,,,,1234,,E,,180,,0.057,,0.264,,0.059,,0.654,,1.02,,0.153,,5,,5.68,,8.22,,,2.41,,7.15,,,,24.91,,13.67,,,,,,,,,,,,,,,,3.22,,,-73.82131,"40.8687,",Provisional
WC3,,2021-05-05T00:00:00.000,10:04 AM,W,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,1.2,SW,5.00,E,1,,,,7.72,,,,,,240,,E,,52,,0.135,,0.336,,0.09,,0.575,,0.908,,0.152,,5,,2.28,,1.12,,,2.28,,8.42,,,,25.42,,12.05,,,,,,,,,,,,,,,,2.10,,,-73.84319,"40.81507,",Provisional
HR2,,2021-05-05T00:00:00.000,11:12 AM,W,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,S,0.00,NA,1,,,,7.49,,,,,,2800,,,,520,,0.09,,0.321,,0.077,,0.845,,1.301,,0.222,,9,,8.94,,12.79,,,2.58,,5.82,,,,23.91,,13.68,,,,,,,,,,,,,,,,4.08,,,-73.82403,"40.88791,",Provisional
HR03,,2021-05-05T00:00:00.000,11:21 AM,W,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,SSW,2.00,E,1,,,,7.62,,,,,,2600,,,,340,,0.065,,0.269,,0.068,,0.726,,1.03,,0.21,,9,,11,,9.66,,,2.64,,6.69,,,,24.68,,13.63,,,,,,,,,,,,,,,,3.55,,,-73.82087,"40.88087,",Provisional
E12,,2021-05-05T00:00:00.000,11:43 AM,W,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,1.0,SSW,5.00,E,1,,,,7.84,,,,,,490,,E,,100,,0.034,,0.42,,0.038,,0.496,,0.656,,0.153,,4,,3.55,,2.79,,,2.1,,8.48,,,,25.95,,13.19,,,,,,,,,,,,,,,,1.85,,,-73.80945,"40.85444,",Provisional
E13,D,2021-05-05T00:00:00.000,10:09 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,E,,30,,0.171,,0.486,,0.079,,0.519,,0.713,,0.111,,8,,1.28,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.84111,"40.80611,",Provisional
E6,,2021-05-05T00:00:00.000,12:15 PM,W,,,23.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,S,5.00,E,1,,,,7.68,,,,,,290,,E,,32,,0.183,,0.407,,0.085,,0.506,,0.784,,0.12,,15,,1.99,,0.54,,,2.13,,8.18,,,,25.49,,11.59,,,,,,,,,,,,,,,,1.93,,,-73.86083,"40.7855,",Provisional
E8,,2021-05-05T00:00:00.000,11:56 AM,W,,,108.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,S,5.00,E,1,,,,7.80,,,,E,,36,,E,,4,,0.101,,0.188,,0.051,,0.51,,0.626,,0.114,,7,,2.05,,1.12,,,1.96,,8.85,,,,26.36,,11.43,,,,,,,,,,,,,,,,1.43,,,-73.8205,"40.805,",Provisional
J3,,2021-05-10T00:00:00.000,9:51 AM,W,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,0.5,W,10.00,NW,1,,,,7.87,,,,E,,8,,<,,2,,0.182,,0.395,,0.077,,0.798,,0.597,,0.189,,18,,3.02,,3.22,,,2.14,,8.26,,,,28.94,,13.46,,,,,,,,,,,,,,,,2.51,,,-73.88283,"40.627,",Provisional
J18,,2021-05-10T00:00:00.000,9:15 AM,W,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,SW,10.00,NNW,1,,,,7.67,,,,E,,12,,<,,4,,0.209,,0.372,,0.098,,0.756,,0.87,,0.172,,14,,1.65,,0.69,,,2.38,,7.07,,,,27.72,,13.13,,,,,,,,,,,,,,,,2.43,,,-73.84795,"40.61932,",Provisional
J2,,2021-05-10T00:00:00.000,9:35 AM,W,,,42.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,S,9.00,NW,1,,,,7.86,,,,<,,4,,<,,2,,0.171,,0.247,,0.066,,0.67,,0.563,,0.148,,14,,3.07,,2.94,,,2.25,,8.37,,,,29.14,,13.40,,,,,,,,,,,,,,,,2.29,,,-73.88583,"40.60805,",Provisional
J16,,2021-05-10T00:00:00.000,9:06 AM,W,,,6.30,,,,,,,,,,,,,,,,,,,,,,,,0.2,S,10.00,N,1,,,,7.88,,,,E,,20,,<,,4,,0.163,,0.372,,0.077,,0.686,,0.589,,0.185,,29,,2.92,,2.29,,,2.48,,8.04,,,,28.34,,13.34,,,,,,,,,,,,,,,,4.17,,,-73.84761,"40.61143,",Provisional
J18,D,2021-05-10T00:00:00.000,9:15 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,20,,E,,12,,0.211,,0.411,,0.096,,0.825,,0.896,,0.203,,20,,1.58,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.84795,"40.61932,",Provisional
J10,,2021-05-10T00:00:00.000,9:42 AM,W,,,19.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,S,10.00,NW,1,,,,7.87,,,,E,,4,,<,,2,,0.178,,0.311,,0.071,,0.806,,0.58,,0.163,,17,,3.06,,2.54,,,2.07,,8.31,,,,29.03,,13.36,,,,,,,,,,,,,,,,2.30,,,-73.89472,"40.62167,",Provisional
HC3,,2021-05-10T00:00:00.000,8:24 AM,W,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,0.2,S,7.00,N,1,,,,7.74,,,,E,,20,,<,,10,,0.96,,0.714,,0.719,,1.518,,2.3,,0.795,,14,,1.87,,1.91,,,3.03,,7.30,,,,27.92,,13.97,,,,,,,,,,,,,,,,3.60,,,-73.86756,"40.63856,",Provisional
J9A,,2021-05-10T00:00:00.000,9:59 AM,W,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,0.5,W,9.00,NW,1,,,,7.84,,,,E,,36,,E,,2,,0.297,,0.247,,0.2,,0.865,,0.896,,0.268,,14,,2.51,,3.38,,,2.38,,8.18,,,,28.35,,13.53,,,,,,,,,,,,,,,,2.44,,,-73.87367,"40.63383,",Provisional
J14,,2021-05-10T00:00:00.000,8:46 AM,W,,,7.20,,,,,,,,,,,,,,,,,,,,,,,,0.1,S,10.00,N,1,,,,7.95,,,,,,112,,E,,4,,0.064,,0.244,,0.063,,0.741,,0.401,,0.179,,28,,10.4,,12.81,,,2.59,,7.88,,,,28.68,,13.41,,,,,,,,,,,,,,,,6.40,,,-73.82378,"40.60917,",Provisional
J5,,2021-05-11T00:00:00.000,9:42 AM,W,,,23.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,W,13.00,WNW,1,,,,7.70,,,,E,,6,,E,,2,,0.18,,0.289,,0.064,,0.554,,1.04,,0.16,,16,,1.22,,0.91,,,2.13,,7.29,,,,28.07,,13.81,,,,,,,,,,,,,,,,2.01,,,-73.809,"40.59767,",Provisional
J8,,2021-05-11T00:00:00.000,10:36 AM,W,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,W,14.00,WNW,1,,,,7.77,,,,E,,20,,<,,2,,0.196,,0.385,,0.096,,0.632,,0.822,,0.161,,16,,1.2,,0.18,,,2.27,,7.58,,,,28.56,,13.99,,,,,,,,,,,,,,,,2.72,,,-73.82083,"40.64533,",Provisional
BB4,,2021-05-11T00:00:00.000,10:18 AM,W,,,22.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,S,12.00,WNW,1,,,,7.58,,,,E,,150,,<,,2,,0.206,,0.517,,0.116,,0.804,,1.349,,0.195,,15,,1.31,,0.25,,,2.44,,5.91,,,,27.32,,14.36,,,,,,,,,,,,,,,,2.88,,,-73.823320,"40.652640,",Provisional
JA1,,2021-05-11T00:00:00.000,10:00 AM,W,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,W,13.00,WNW,1,,,,7.64,,,,,,88,,<,,2,,0.231,,0.508,,0.119,,0.89,,1.35,,0.204,,24,,1.13,,,,,2.45,,6.49,,,,27.42,,14.06,,,,,,,,,,,,,,,,2.22,,Chl'a' sensor malfunction,-73.813,"40.643,",Provisional
J7,,2021-05-11T00:00:00.000,10:26 AM,W,,,27.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,W,12.00,WNW,1,,,,7.64,,,,,,176,,<,,2,,0.218,,0.481,,0.116,,0.738,,1.28,,0.201,,17,,1.38,,0.29,,,2.48,,6.49,,,,27.44,,14.24,,,,,,,,,,,,,,,,2.48,,,-73.82083,"40.64533,",Provisional
J11,,2021-05-11T00:00:00.000,9:13 AM,W,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,S,11.00,WNW,1,,,,7.78,,,,,,580,,,,54,,0.193,,0.296,,0.035,,0.605,,1.01,,0.072,,20,,1.22,,0.34,,,1.96,,8.27,,,,29.60,,12.58,,,,,,,,,,,,,,,,1.14,,,-73.93133,"40.58167,",Provisional
J1,,2021-05-11T00:00:00.000,9:25 AM,W,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,W,11.00,WNW,1,,,,,,,,E,,4,,<,,2,,0.129,,0.441,,0.041,,0.519,,0.626,,0.069,,20,,1.2,,0.20,,,1.85,,8.20,,,,29.97,,12.56,,,,,,,,,,,,,,,,1.38,,"pH sensor malfunction,result was very low. Construction on the bridge",-73.88467,"40.57333,",Provisional
J5,D,2021-05-11T00:00:00.000,9:42 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,12,,E,,2,,0.186,,0.35,,0.071,,0.454,,1.06,,0.135,,16,,1.15,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.809,"40.59767,",Provisional
N9A,,2021-05-11T00:00:00.000,9:02 AM,W,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,0.5,W,11.00,WNW,1,,,,7.83,,,,<,,2,,<,,2,,0.097,,0.308,,0.033,,1.239,,0.685,,0.057,,20,,0.312,,,,,1.58,,8.38,,,,30.25,,11.90,,,,,,,,,,,,,,,,0.85,,Chl'a' sensor malfunction,-73.9355,"40.56783,",Provisional
J12,,2021-05-11T00:00:00.000,9:53 AM,W,,,37.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,W,13.00,WNW,1,,,,7.66,,,,E,,24,,<,,2,,0.215,,0.486,,0.115,,0.799,,1.24,,0.187,,28,,1.67,,0.77,,,2.44,,6.84,,,,27.30,,14.20,,,,,,,,,,,,,,,,1.62,,,-73.80633,"40.633,",Provisional
NC3,,2021-05-12T00:00:00.000,9:59 AM,,,,22.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,E,10.00,NW,1,,,,7.40,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.81,,,,6.27,6.33,,,22.10,22.81,17.84,17.40,,,,,,,,,,,,,,,2.76,33.69,,-73.94617,"40.73717,",Provisional
NC0A,,2021-05-12T00:00:00.000,9:24 AM,,,,23.00,,,,,,,,,,,,,,,,,,,,,,,,0.1,E,10.00,NW,1,,,,8.05,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,24.61,1.92,,,,10.36,1.58,,,20.67,22.14,18.19,17.99,,,,,,,,,,,,,,,4.46,5.79,"Aeration Off, Reddish brown water",-73.924667,"40.718167,",Provisional
NC2,,2021-05-12T00:00:00.000,9:45 AM,,,,17.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,SE,10.00,NW,1,,,,7.39,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,1.95,,,,6.12,4.98,,,21.91,22.02,18.03,18.02,,,,,,,,,,,,,,,5.30,16.02,,-73.9355,"40.72883,",Provisional
NC0,,2021-05-12T00:00:00.000,9:12 AM,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,0.1,E,10.00,NW,1,,,,7.43,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,28.99,1.97,,,,8.19,1.11,,,20.90,21.82,18.28,18.28,,,,,,,,,,,,,,,4.57,7.03,"Aeration Off, Reddish brown water",-73.93156,"40.71496,",Provisional
NC1,,2021-05-12T00:00:00.000,9:34 AM,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,E,10.00,NW,1,,,,7.93,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51,0.91,,,,9.63,0.38,,,21.50,19.21,18.39,17.93,,,,,,,,,,,,,,,3.86,22.11,Reddish Brown water,-73.92704,"40.72455,",Provisional
NC2,,2021-05-17T00:00:00.000,9:33 AM,,,,19.50,,,,,,,,,,,,,,,,,,,,,,,,0.4,S,3.00,W,1,,,,7.22,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.66,,,,5.25,4.74,,,22.17,22.96,20.09,19.28,,,,,,,,,,,,,,,1.72,3.79,Lots of floatables,-73.9355,"40.72883,",Provisional
NC0A,,2021-05-17T00:00:00.000,9:18 AM,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,S,3.00,W,1,,,,7.28,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,1.55,,,,6.88,6.80,,,21.87,21.79,20.13,20.16,,,,,,,,,,,,,,,3.21,3.19,Aeration On. Multiple breaks in aeration line. Lots of floatables,-73.924667,"40.718167,",Provisional
NC3,,2021-05-17T00:00:00.000,9:43 AM,,,,26.50,,,,,,,,,,,,,,,,,,,,,,,,0.4,S,3.00,W,1,,,,7.32,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.39,,,,5.44,5.28,,,22.53,22.71,19.84,19.64,,,,,,,,,,,,,,,6.92,32.00,Lots of floatables,-73.94617,"40.73717,",Provisional
NC1,,2021-05-17T00:00:00.000,9:25 AM,,,,19.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,S,3.00,W,1,,,,7.21,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.79,,,,5.54,4.51,,,22.12,22.68,20.21,19.44,,,,,,,,,,,,,,,2.37,4.08,Lots of floatables,-73.92704,"40.72455,",Provisional
NC0,,2021-05-17T00:00:00.000,9:10 AM,,,,18.70,,,,,,,,,,,,,,,,,,,,,,,,0.4,S,3.00,W,1,,,,7.36,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,3.04,,,,5.20,5.39,,,20.95,21.18,20.40,20.40,,,,,,,,,,,,,,,3.78,3.82,"Aeration On, Reddish brown water. Lots of floatables",-73.93156,"40.71496,",Provisional
GC5,,2021-05-18T00:00:00.000,9:38 AM,D,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46,,,,E,,8,,E,,8,,0.3,,0.316,,0.045,,0.41,,1.77,,0.067,,34,,0.395,,,,,2.19,,8.20,,,,23.57,,13.93,,,,,,,,,,,,,,,,22.17,,Chl'a' reading negative,-73.99005,"40.67614,",Provisional
GC5,D,2021-05-18T00:00:00.000,9:38 AM,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,16,,<,,4,,0.295,,0.361,,0.033,,0.666,,1.76,,0.122,,33,,0.664,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.99005,"40.67614,",Provisional
SP1,,2021-05-18T00:00:00.000,11:09 AM,D,,,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71,,,,,,44,,E,,2,,0.252,,0.495,,0.156,,0.877,,2.45,,0.269,,76,,2.66,,1.30,,,2.86,,8.74,,,,28.94,,19.58,,,,,,,,,,,,,,,,3.63,,,-73.86029,"40.65507,",Provisional
CIC2,,2021-05-18T00:00:00.000,10:26 AM,D,,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,,,,,,2300,,E,,20,,0.404,,0.298,,0.033,,0.522,,1.81,,0.124,,21,,4.68,,3.73,,,2.68,,8.89,,,,24.60,,15.29,,,,,,,,,,,,,,,,2.14,,,-73.98564,"40.58167,",Provisional
GC4,,2021-05-18T00:00:00.000,9:25 AM,D,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49,,,,<,,4,,<,,4,,0.296,,0.337,,0.042,,0.591,,1.69,,0.084,,15,,0.373,,25.81,,,2.52,,8.23,,,,23.74,,13.97,,,,,,,,,,,,,,,,5.47,,"Construction on bridge, sample from the side of canal, very shalllow",-73.98907,"40.67803,",Provisional
GC3,,2021-05-18T00:00:00.000,9:17 AM,D,,,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46,,,,E,,8,,<,,4,,0.288,,0.33,,0.055,,0.416,,1.69,,0.078,,24,,0.416,,0.22,,,2.07,,8.16,,,,23.99,,13.76,,,,,,,,,,,,,,,,2.63,,,-73.98824,"40.67943,",Provisional
GC6,,2021-05-18T00:00:00.000,9:54 AM,D,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46,7.42,,,E,E,16,8,<,E,4,4,0.315,,0.31,,0.044,,0.521,,1.68,1.63,0.109,,11,38,0.52,,,,,2.24,,7.93,7.40,,,22.54,23.52,14.35,13.97,,,,,,,,,,,,,,,2.94,3.51,Chl'a' reading negative,-73.99639,"40.67417,",Provisional
BR3,D,2021-05-19T00:00:00.000,8:34 AM,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,E,,44,,0.357,,0.054,,0.036,,1.197,,1.73,,0.225,,23,,52.8,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.8848,"40.82537,",Provisional
AC1,,2021-05-19T00:00:00.000,9:42 AM,D,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06,,,,,,120,,E,,72,,1.96,,0.261,,0.103,,0.736,,14.7,,0.36,,119,,5.36,,3.63,,,1.73,,8.29,,,,3.42,,17.25,,,,,,,,,,,,,,,,72.64,,,-73.75175,"40.76317,",Provisional
BR1,,2021-05-19T00:00:00.000,9:00 AM,D,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,,,E,,900,,E,,76,,1.19,,0.195,,0.033,,2.429,,7.22,,0.529,,638,,152,,4.45,,,2.41,,6.83,,,,0.59,,17.17,,,,,,,,,,,,,,,,1.56,,,-73.86271,"40.89314,",Provisional
BR3,,2021-05-19T00:00:00.000,8:34 AM,D,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,,,,,,104,,E,,44,,0.372,,0.119,,0.038,,1.182,,1.93,,0.246,,27,,54.2,,65.86,,,2.5,,7.03,,,,37.32,,14.76,,,,,,,,,,,,,,,,3.89,,,-73.8848,"40.82537,",Provisional
NC1,,2021-05-24T00:00:00.000,12:42 PM,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,0.2,W,11.00,SE,1,,,,7.28,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,30.92,1.95,,,,7.25,5.39,,,25.10,26.20,17.07,15.51,,,,,,,,,,,,,,,2.94,2.50,,-73.92704,"40.72455,",Provisional
NC3,,2021-05-24T00:00:00.000,1:02 PM,,,,26.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,W,11.00,SE,1,,,,7.41,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,12.90,1.67,,,,8.41,6.74,,,24.86,27.12,17.78,15.10,,,,,,,,,,,,,,,2.12,2.52,,-73.94617,"40.73717,",Provisional
NC0,,2021-05-24T00:00:00.000,12:12 PM,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,0.1,E,11.00,SE,1,,,,7.11,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,17.91,5.78,,,,5.77,5.63,,,23.49,24.05,18.76,18.25,,,,,,,,,,,,,,,3.89,3.80,Aeration On,-73.93156,"40.71496,",Provisional
NC0A,,2021-05-24T00:00:00.000,12:28 PM,,,,19.00,,,,,,,,,,,,,,,,,,,,,,,,0.1,E,11.00,SE,1,,,,7.19,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04,7.64,,,,6.90,6.78,,,24.10,24.48,18.31,17.80,,,,,,,,,,,,,,,3.09,3.03,Aeration On. Multiple breaks in aeration line.,-73.924667,"40.718167,",Provisional
NC2,,2021-05-24T00:00:00.000,12:51 PM,,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,0.4,W,11.00,SE,1,,,,7.35,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98,4.82,,,,8.00,5.97,,,24.71,26.11,17.82,15.97,,,,,,,,,,,,,,,2.50,2.40,,-73.9355,"40.72883,",Provisional
N4,,2021-06-01T00:00:00.000,12:48 PM,W,,,27.00,,,,,,,,,,,,,,,,,,,,,,,,1.2,S,6.00,WSW,1,,,,7.54,,,,E,,24,,E,,12,,0.346,,0.358,,0.039,,0.762,,1.88,,0.081,,22,,2.08,,2.09,,,2.67,,7.72,,,,14.31,,16.89,,,,,,,,,,,,,,,,9.13,,,-74.005833,"40.7645,",Provisional
E2,,2021-06-01T00:00:00.000,10:10 AM,W,,,33.00,,,,,,,,,,,,,,,,,,,,,,,,1.1,S,5.00,WSW,1,,,,7.36,,,,,,60,,E,,2,,0.308,,0.451,,0.1,,0.765,,1.22,,0.136,,22,,1.04,,0.51,,,2.3,,6.35,,,,26.83,,15.02,,,,,,,,,,,,,,,,3.98,,,-73.970300,"40.735700,",Provisional
TR2,,2021-06-01T00:00:00.000,12:24 PM,W,,,47.00,,,,,,,,,,,,,,,,,,,,,,,,1.1,S,6.00,WSW,1,,,,7.61,,,,E,,44,,E,,2,,,,,,,,,,,,,,,,,,1.83,,,,,8.07,,,,10.86,,17.16,,,,,,,,,,,,,,,,7.16,,,-73.97867,"40.79717,",Provisional
H3,,2021-06-01T00:00:00.000,11:05 AM,W,,,17.00,,,,,,,,,,,,,,,,,,,,,,,,0.8,S,7.00,WSW,1,,,,7.41,,,,E,,52,,E,,18,,0.35,,0.42,,0.081,,0.624,,1.39,,0.108,,18,,0.74,,0.52,,,2.52,,6.46,,,,23.76,,15.56,,,,,,,,,,,,,,,,3.41,,,-73.93383,"40.828,",Provisional
N1,,2021-06-01T00:00:00.000,11:52 AM,W,,,42.00,,,,,,,,,,,,,,,,,,,,,,,,1.2,S,6.00,WSW,1,,,,7.62,,,,E,,20,,E,,2,,0.369,,0.238,,0.034,,0.456,,2.13,,0.087,,21,,2.73,,2.51,,,2.78,,7.92,,,,9.80,,16.88,,,,,,,,,,,,,,,,13.17,,,-73.91617,"40.9145,",Provisional
H3,D,2021-06-01T00:00:00.000,11:05 AM,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,56,,E,,18,,0.307,,0.41,,0.071,,0.648,,1.4,,0.114,,30,,0.716,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.93383,"40.828,",Provisional
NC3,,2021-06-01T00:00:00.000,9:54 AM,,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,S,5.00,WSW,1,,,,7.29,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,22.43,1.38,,,,6.32,5.05,,,24.34,26.34,15.91,15.15,,,,,,,,,,,,,,,1.92,5.20,,-73.94617,"40.73717,",Provisional
NC2,,2021-06-01T00:00:00.000,9:43 AM,,,,18.20,,,,,,,,,,,,,,,,,,,,,,,,0.5,S,5.00,WSW,1,,,,7.32,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27,0.72,,,,5.67,3.50,,,24.21,26.72,15.94,15.27,,,,,,,,,,,,,,,2.36,3.42,,-73.9355,"40.72883,",Provisional
NC1,,2021-06-01T00:00:00.000,9:33 AM,,,,13.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,S,5.00,WSW,1,,,,7.70,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,38.86,0.63,,,,10.67,3.62,,,23.27,25.92,16.30,15.63,,,,,,,,,,,,,,,5.81,2.02,,-73.92704,"40.72455,",Provisional
